,store,sido,gungu,store_address,store_number
1003,신음점,경북,김천시,경북 김천시 신음동1302-5,054-435-2292
1004,인의황상점,경북,구미시,경북 구미시 여헌로14길 10,054-474-7940
1005,덕곡율곡점,경북,김천시,"경북 김천시 아포대로 22, 외2필지(덕곡동)",054-437-9992
1006,아포점,경북,김천시,경북 김천시 아포읍 국사리 1047번지102호,054-431-0082
1007,지좌점,경북,김천시,경북 김천시 황산2길 36 (지좌동),054-434-1919
1008,팔달점,대구광역시,서구,대구광역시 서구 서대구로68길 58(비산동),053-352-9959
1009,칠곡2지구점,대구광역시,북구,대구광역시 북구 구암동 684-5,053-326-9949
1010,태전점,대구광역시,북구,"대구광역시 북구 칠곡중앙대로53길32,상가동107호",053-311-9930
1011,회원1동점,경남,창원시,경남 창원시 마산회원구 회원동 29-15,055-244-0116
1012,합천점,경남,합천군,"경남 합천군 합천읍 옥산로 57-1, 1층",055-931-0388
1013,하동점,경남,하동군,경남 하동군 하동읍 중앙2길 10-4,055-884-1377
1014,팔용점,창원시,의창구,창원시 의창구 팔용동 194-7 1층,055-297-9218
1015,태룡점,밀양시,단장면,밀양시 단장면 태룡리 407-5,055-356-0274
1016,칠원점,경상남도,함안군,경상남도 함안군 칠원읍 구성길3,055-587-3037
1017,진성점,경남,진주시,"경남 진주시 진성면 동부로 1348, 2층",055-758-3236
1018,지산점,창원시,마산합포구,창원시 마산합포구 진북면 지산리 250-16,055-271-4348
1019,지곡점,경남,함양군,경남 함양군 지곡면 병곡지곡로 963-1,055-963-6050
1020,주공점,경남,거제시,"경남 거제시 성산로 20, 1층(옥포동, 무지개타운상가)",055-687-6333
1021,제일점,경상남도,밀양시,경상남도 밀양시 밀양대로 1781-1(삼문동),055-354-8592
1022,장평점,경남,거제시,경남 거제시 장평동 626-8,055-637-1950
1023,자은점,창원시,진해구,창원시 진해구 자은동 975-12 1층 102호,055-551-9991
1024,자산점,창원시,마산합포구,창원시 마산합포구 자산동 189-3,055-248-1581
1025,일반성점,경남,진주시,경남 진주시 일반성면 창촌리 47-1,055-754-6786
1026,위천점,경남,거창군,경남 거창군 위천면 장기리 418-18,055-942-6102
1027,웅천점,창원시,진해구,창원시 진해구 북부동 560-4 대풍연립 101,055-545-1996
1028,웅양점,경남,거창군,경남 거창군 웅양면 웅양로 1428,055-942-8858
1029,용현점,경상남도,사천시,경상남도 사천시 용현면 진삼로 626,055-832-7772
1030,용원점,경남,창원시,경남 창원시 진해구 안골로298번길 26 푸르지오 상가 1동 104호,055-552-1881
1031,옥포점,경남,거제시,경남 거제시 옥포동 546-18,055-687-9292
1032,옥수점,경남,거제시,경남 거제시 능포동 717-2,055-681-9252
1033,안의점,경남,함양군,경남 함양군 안의면 금천리 160-5,055-962-0185
1034,신월점,경상남도,창원시,경상남도 창원시 성산구 창이대로570번길 13-3,055-264-9248
1035,신반점,경남,의령군,경남 의령군 부림면 신반리 168-9,055-574-7709
1036,수월점,경상남도,거제시,"경상남도 거제시 수양로 494, 1층 101(일부)호(양정동)",055-636-9297
1037,수산점,경상남도,밀양시,경상남도 밀양시 하남읍 시서상가길 11,055-391-5008
1038,수동점,경남,함양군,경남 함양군 수동면 화산리 1201-6,055-963-2292
1039,서상점,경남,함양군,경남 함양군 서상면 서상로 263,055-963-8834
1040,상봉점,경남,진주시,경남 진주시 북장대로 81번길 11(상봉동),055-746-9253
1041,삼랑진점,경남,밀양시,경남 밀양시 삼랑진읍 만어로 8-4 1층,055-351-2305
1042,삼계점,창원시,마산회원구,창원시 마산회원구 내서읍 삼계리 637번지,055-232-9222
1043,삼가점,경남,합천군,경남 합천군 삼가면 삼가중앙길 21-18,055-932-9919
1044,산호점,경상남도,창원시,경상남도 창원시 마산합포구 산호남로 6(산호동),055-245-0272
1045,산청점,경상남도,산청군,경상남도 산청군 산청읍 친환경로 2668,055-973-7323
1046,사파점,경상남도,창원시,경상남도 창원시 성산구 창이대로663번길 5,055-267-8889
1047,사곡점,경상남도,거제시,"경상남도 거제시 사등면 두동로 30, 지하1층 206호(경남아너스빌상가)",055-633-7060
1048,봉평점,경상남도,통영시,"경상남도 통영시 데메4길 45, 1호(도남동,세인상가)",055-644-9290
1049,반림점,창원시,성산구,창원시 성산구 중앙동 74-6 1층 B호,055-261-3266
1050,동마산점,경상남도,창원시,경상남도 창원시 마산회원구 합성동 13길 57 1층,055-295-6422
1051,대산점,경상남도,함안군,경상남도 함안군 대산면 대산중앙로 214,055-582-8521
1052,대방점,창원시,성산구,창원시 성산구 대정로131,055-275-9917
1053,남해점,경남,남해군,경남 남해군 남해읍 화전로78번길 17,055-864-5894
1054,남면점,경남,남해군,경남 남해군 남면 남서대로 777,055-862-7574
1055,남.이동점,경남,남해군,경남 남해군 이동면 무림로 81-1,055-863-0840
1056,군북점,경남,함안군,경남 함안군 군북면 중암리 60-1,055-585-9200
1057,구조라점,경남,거제시,경남 거제시 일운면 구조라리 375,055-681-9797
1058,구암점,경상남도,창원시,경상남도 창원시 마산회원구 구암북2길 6(구암동),055-299-2450
1059,공단점,경남,진주시,경남 진주시 상평동 227 동국1차(아)상가 102,055-758-3534
1060,고현점,경상남도,거제시,경상남도 거제시 거제중앙로27길 15(고현동),055-635-7649
1061,거창점,경남,거창군,경남 거창군 거창읍 상림리 42-10,055-944-4776
1062,가야점,경남,함안군,경남 함안군 가야읍 도항리 95-1 1층,055-583-8021
1063,소주동점,경상남도,양산시,경상남도 양산시 대평들2길 17(주남동),055-362-2918
1064,양산명동점,경상남도,양산시,경상남도 양산시 신명동 7길 56(명동),055-362-3555
1065,평산점,경상남도,양산시,"경상남도 양산시 신명로 82, 107동 103호(평산동, 동일스위트1차)",055-386-9994
1066,덕계점,경상남도,양산시,경상남도 양산시 덕계2길 20(덕계동),055-363-9901
1067,무계점,경상남도,김해시,"경상남도 김해시 장유로 301번길 3, 207호(무계동,청학프라자)",055-322-8886
1068,율하점,경상남도,김해시,"경상남도 김해시 율하2로 123, 113동 106호(율하동,율현마을동원로얄듀크아파트1차상가)",055-321-9288
1069,갑오점,경남,김해시,경남 김해시 장유면 대청리 332-4 대청프라자 A-218,055-332-7891
1070,주촌점,경남,김해시,경남 김해시 주촌면 서부로 1499번길 21,055-337-9240
1071,진례1호점,경상남도,김해시,경상남도 김해시 진례면 고모로 214,055-345-9989
1072,진영신도시점,경남,김해시,경남 김해시 진영읍 김해대로 365번길 18 105,055-342-6080
1073,김해명동점,경상남도,김해시,경상남도 김해시 한림면 명동로 7,055-345-2864
1074,생림점,경상남도,김해시,경상남도 김해시 생림면 생림대로 960,055-323-3980
1075,삼계점,경남,김해시,경남 김해시 가야로30번길 17(삼계동),055-332-9282
1076,외동점,경남,김해시,경남 김해시 외동 1246-3,055-335-4455
1077,부원점,경남,김해시,경남 김해시 가락로23번길7,055-322-9290
1078,어방점,경상남도,김해시,"경상남도 김해시 활천로 214번길5,101호(어방동,송대아트빌라)",055-327-8292
1079,삼방시장점,경상남도,김해시,경상남도 김해시 삼안로 237(삼방동),055-312-8255
1080,내원점,경남,양산시,경남 양산시 하북면 용연리 510-4,055-375-3692
1081,석계점,경상남도,양산시,경상남도 양산시 상북면 상북중앙로 349,055-374-7723
1082,어곡점,경남,양산시,경남 양산시 어곡동 9-3 외 4 필지 로얄파크빌상가 B09호,055-367-9298
1083,양산1호점,경남,양산시,경남 양산시 북부동 428-8,055-366-5592
1084,범어점,경남,양산시,경남 양산시 물금읍 동중1길 28,055-367-9494
1085,화도가곡점,경기도,남양주시,경기도 남양주시 화도읍 비룡로 331,031-593-0808
1086,마석점,경기도,남양주시,경기도 남양주시 화도읍 마석로17번 안길 1-4,031-593-4045
1087,창현점,경기도,남양주시,"경기도 남양주시 화도읍 경춘로창벌2길 12, 1층",031-592-1441
1088,평내점,경기,남양주시,경기 남양주시 평내동 142,031-591-0993
1089,평내2호점,경기도,남양주시,경기도 남양주시 경춘로 1286 안길 3-5,031-595-8295
1090,도농점,경기도,남양주시,"경기도 남양주시 경춘로 386, 1층(도농동)",031-555-6009
1091,별내점,경기도,남양주시,경기도 남양주시 별내동 1023번지 104호,031-553-3311
1092,퇴계원점,경기도,남양주시,경기도 남양주시 퇴계원면 퇴계원로 78번길 1,031-572-1999
1093,사능점,경기도,남양주시,경기도 남양주시 진건읍 진건오남로 86번길 30,031-574-0505
1094,오남점,경기도,남양주시,"경기도 남양주시 오남읍 진건오남로512번길 23, 110호~111호",031-513-9292
1095,내각점,경기도,남양주시,경기도 남양주시 진접읍 내각2로33,031-573-6221
1096,진접택지점,경기도,남양주시,경기도 남양주시 진접읍 해밀예당로23로 121,031-573-9888
1097,장현산호점,경기도,남양주시,경기도 남양주시 진접읍 금강로 1530-16(산호아파트상가 106호),031-571-5394
1098,광릉점,경기도,남양주시,경기도 남양주시 진접읍 부평로 42(진접센트레빌시티),031-515-1092
1099,광적점,경기도,양주시,경기도 양주시 광적면 가래비길 67,031-836-9191
1100,은현점,경기도,양주시,경기도 양주시 은현면 선암리 335-1,031-867-6966
1101,문산점,경기도,파주시,"경기도 파주시 문산읍 우계로 472, 1동 104호(두산위브상가)",031-953-9233
1102,봉일천점,경기도,파주시,경기도 파주시 조리읍 봉천로 18,031-941-0444
1103,교하점,경기도,파주시,"경기도 파주시 청석로 334, 102호(다율동, 청석마을동문굿모닝힐상가)",031-946-9955
1104,가좌대화점,경기도,고양시,경기도 고양시 일산서구 가좌1로 73,031-921-9249
1105,SBS점,경기도,고양시,"경기도 고양시 일산서구 일현로128, 103호",031-919-9201
1106,구일산점,경기도,고양시,경기도 고양시 일산서구 고양대로 706-25,031-977-9270
1107,정발산점,경기도,일산동구,경기도 일산동구 산두로 213번길,031-916-9043
1108,풍동점,경기도,고양시,경기도 고양시 일산동구 숲속마을1로 48번길 42 103호,031-904-8592
1109,백석점,경기,고양시,경기 고양시 일산동구 강촌로 144,031-908-9292
1110,원당점,경기도,고양시,경기도 고양시 덕양구 마상로154번길 2(성사동),031-968-9892
1111,고양점,경기도,고양시,경기도 고양시 덕양구 혜음로 8 삼라마이다스프라자 112호,031-966-6692
1112,사리현점,경기도,고양시,경기도 고양시 일산동구 공릉천로 32,031-969-9555
1113,화정부영점,경기도,고양시,경기도 고양시 덕양구 화중로 220 달빛마을 ,031-968-3392
1114,별빛점,경기도,고양시,경기도 고양시 덕양구 화정동 화신로 2811,031-972-3392
1115,화정주공점,경기도,고양시,"경기도 고양시 덕양구 백양로 6, 17단지 상가 101호",031-938-0404
1116,가라뫼점,경기도,고양시,경기도 고양시 덕양구 행신로 311번길 16,031-978-9277
1117,원흥점,경기도,고양시,"경기도 고양시 덕양구 서삼릉1길 70, 1층일부(원흥동)",031-965-9292
1118,삼송리점,경기도,고양시,경기도 고양시 삼송로 185번길 4,02-381-1188
1119,구리점,경기도,구리시,경기도 구리시 원수택로 47-1,031-562-8292
1120,청학점,경기도,남양주시,경기도 남양주시 별내면 청학로68번길 23-1 상가 101호,031-821-7766
1121,민락2호점,경기도,의정부시,경기도 의정부시 오목로225번길 79-16 1층(민락동),031-853-8321
1122,민락점,경기도,의정부시,경기도 의정부시 효자로 10-0 송산중앙 112호,031-852-9188
1123,금오점,경기도,의정부시,경기도 의정부시 추동로94,031-847-9222
1124,의정부5호점,경기도,의정부시,경기도 의정부시 경의로 86(의정부동),031-876-3737
1125,용문점,경기도,양평군,경기도 양평군 용문면 중앙1길 21,031-774-5420
1126,양수리점,경기도,양평군,경기도 양평군 양서면 목왕로 19-1 1층,031-772-7974
1127,청평점,경기도,가평군,경기도 가평군 청평면 청평중앙로 64,031-585-8960
1128,가평점,경기도,가평군,"경기도 가평군 가평읍 가화로 133, 1층",031-582-9191
1129,현리점,경기,가평군,경기 가평군 조종면 현창로38번길 11,031-585-1090
1130,호원점,경기도,의정부시,경기도 의정부시 호원동 454-14,031-871-7959
1131,장암점,경기도,의정부시,"경기도 의정부시 동일로 466번길 70, 1층 106호(신곡동)",031-848-5592
1132,신곡점,경기도,의정부시,경기도 의정부시 장금로78번길 49(신곡동),031-856-8286
1133,송우리점,경기도,포천시,경기도 포천시 소흘읍 태봉로 166번길 5,031-554-9696
1134,가산점,경기도,포천시,경기도 포천시 가산면 가산로 370,031-543-0575
1135,포천점,경기도,포천시,경기도 포천시 호병로 55,031-535-9292
1136,관인점,경기도,포천시,경기도 포천시 관인면 관인로 21,031-534-9555
1137,전곡점,경기도,연천군,경기도 연천군 전곡읍 전곡로 216,031-832-9942
1138,상패점,경기도,동두천시,경기도 동두천시 상패로 186,031-865-1102
1139,동두천1호점,경기도,동두천시,경기도 동두천시 지행로107번길 29(지행동),031-865-9994
1140,동두천2호점,경기도,동두천시,"경기도 동두천시 동두천로63, 1층 102호(송내동, 상가동)",031-858-9252
1141,덕정점,경기도,양주시,경기도 양주시 덕정길 50 가-1 4필지,031-858-9297
1142,삼숭점,경기도,양주시,경기도 양주시 삼숭로38번길 102,031-846-9294
1143,월곶군하점,경기도,김포시,경기도 김포시 월곶면 군하리 170번지,032-997-1195
1144,대능점,경기도,김포시,경기도 김포시 대곶면 대능리 150-1,031-997-9242
1145,구래점,김포시,김포,김포시 김포 한강9로 12번길 8-6 (구래동 6896-14),031-996-3392
1146,김포장기점,경기도,김포시,경기도 김포시 장기동 1407,031-989-9242
1147,사우북변점,경기도,김포시,경기도 김포시 사우동 225-3 103호,031-983-9208
1148,풍무점,경기도,김포시,경기도 김포시 풍무동 629 1층 103호,031-983-3889
1149,평택태평점,경기도,평택시,경기도 평택시 고덕면 궁리 75,031-664-5548
1150,평택세교점,경기도,평택시,경기도 평택시 세교2로 45 상가 109,031-656-9366
1151,현대점,경기도,평택시,경기도 평택시 이충동 381 현대상가 103호,031-663-9959
1152,지산서정점,경기도,평택시,경기도 평택시 서정동 799-2,031-667-8253
1153,고현점,경기도,오산시,경기도 오산시 고현동 17,031-378-8292
1154,누읍점,경기도,오산시,경기도 오산시 누읍로 20,031-373-9282
1155,궐동점,경기도,오산시,경기도 오산시 궐동 673-1 1층 (616-6),031-372-8998
1156,오산세교점,경기도,오산시,경기도 오산시 청학로250,031-378-6606
1157,오산은계점,경기도,오산시,경기도 오산시 은계동 33-3,031-377-9245
1158,금호점,경기도,수원시,경기도 수원시 권선구 금호로 28,031-891-1515
1159,서수원점,경기도,수원시,경기도 수원시 권선구 구운동 525-4,031-291-7885
1160,송죽조원점,경기도,수원시,경기도 수원시 장안구 송죽동 500,031-245-6966
1161,화서점,경기도,수원시,경기도 수원시 팔달구 화서동 184-348,031-247-5754
1162,권선점,경기도,수원시,경기도 수원시 권선동 1028-6번지,031-222-8202
1163,곡반정점,경기도,수원시,경기도 수원시 권선구 곡반정동 569-16,031-222-9799
1164,매탄점,경기도,수원시,경기도 수원시 영통구 매탄동 196-79,031-212-2457
1165,광교점,경기도,수원시,경기도 수원시 영통구 법조로 149번길 190,031-215-9282
1166,흥덕점,경기도,수원시,경기도 수원시 영통구 삼성로 320번길 35 101-102,031-217-9283
1167,오목천점,경기도,수원시,경기도 수원시 권선구 매송고색로 526,031-227-1033
1168,기안점,경기도,화성시,경기도 화성시 기안동 355-16,031-224-5646
1169,봉담점,경기도,화성시,경기도 화성시 봉담읍 상리15-10,031-227-0052
1170,동탄2점,경기도,화성시,경기도 화성시 지산1길 22-1 103호(영천동),031-378-6644
1171,동탄1호점,경기도,화성시,경기도 화성시 동탄 반송3길 50-7. 1층(반송동),031-613-9924
1172,병점점,경기도,화성시,경기도 화성시 병점로 37-6,031-226-8600
1173,반도체점,경기도,화성,경기도 화성 태안 반월 360-8,031-202-2374
1174,신영통점,경기도,용인시,경기도 용인시 기흥구 서천서로12번길 4-11,031-206-9266
1175,남양점,경기도,화성시,경기도 화성시 남양동 547,031-357-9980
1176,팔탄점,경기도,화성시,경기도 화성시 팔탄면 서촌길 16,031-352-6787
1177,안중점,경기도,평택시,경기도 평택시 안중읍 안중로18번길 2-19,031-681-9688
1178,향남점,경기도,화성시,"경기도 화성시 향남읍 행정동로 86, 103호",031-354-9124
1179,발안점,경기도,화성시,경기도 화성시 향냠읍 평리 101-9,031-353-0015
1180,왕림점,경기도,화성시,경기도 화성시 봉담읍 왕림 405-1,031-298-6196
1181,성남태평점,경기도,성남시,경기도 성남시 수정구 태평동 2359,031-755-9990
1182,금광점,경기도,성남시,경기도 성남시 중원구 금광동 4314 104호,031-732-9229
1183,상대원점,경기도,성남시,경기도 성남시 중원구 상대원동 1132,031-604-0123
1184,수지상현점,경기도,용인시,경기도 용인시 상현동 859 롯데아파트상가 116호,031-266-9292
1185,성남점,경기도,성남시,경기도 성남시 수정구 성남대로 1180번길 5-1(수진동),031-754-3384
1186,야탑점,경기도,성남시,경기도 성남시 분당구 야탑로 153번길 9- 103호(야탑동),031-709-1577
1187,동판교점,경기도,성남시,경기도 성남시 분당구 동판교로 52번길 9-3(백현동),031-704-9222
1188,서현분당점,경기도,성남시,"경기도 성남시 분당구 분당로 212, 상가동 102호(분당동, 샛별마을)",031-703-9285
1189,케이준 분당정자점,경기도,성남시,경기도 성남시 분당구 내정로 119번길 36(정자동1층),031-719-2443
1190,구미금곡점,경기도,성남시,경기도 성남시 분당구 미금일로 81,031-713-9288
1191,휘닉스파크점,강원도,평창군,"강원도 평창군 봉평면 태기로 30, A동 2층 101호(아벨라상가)",033-333-1114
1192,횡계점,강원도,평창군,강원도 평창군 대관령면 횡계리 321-12,033-335-5232
1193,화촌점,강원도,홍천군,강원도 홍천군 화촌면 성산로134번길 15,033-432-8216
1194,화천점,강원도,화천군,강원도 화천군 화천읍 중앙로 26-2,033-441-6791
1195,홍천점,강원도,홍천군,강원도 홍천군 홍천읍 꽃뫼로 137,033-433-5392
1196,호산점,강원도,삼척시,강원도 삼척시 원덕읍 호산2길 67-1,033-572-9095
1197,현리점,강원도,인제군,강원도 인제군 기린면 덕다리길 8,033-461-5406
1198,학성점,강원도,원주시,"강원도 원주시 학성길 46, 상가동 1층 103호(학성동, 삼천리아파트)",033-744-2101
1199,퇴계점,강원도,춘천시,강원도 춘천시 행촌로32번길 16(퇴계동),033-256-5149
1200,태장소초점,강원도,원주시,강원도 원주시 소초면 치악로 2355,033-732-0095
1201,태장1점,강원도,원주시,강원도 원주시 현충로 148(태장동),033-745-8800
1202,태백점,강원도,태백시,"강원도 태백시 황지로 44. 107호(황지동, 우남연립)",033-553-4560
1203,천곡점,강원도,동해시,강원도 동해시 감추로 16(천곡동),033-533-5999
1204,중동점,강원도,영월군,강원도 영월군 중동면 태백산로 1199,033-378-2200
1205,주천점,강원도,영월군,강원도 영월군 주천면 주천면 주천로84번길 1,033-372-9262
1206,조양점,강원도,속초시,"강원도 속초시 새마을길 5, 1층(조양동)",033-632-7111
1207,정선점,강원도,정선군,강원도 정선군 정선읍 비봉로 58-1,033-562-7447
1208,정선남면점,강원도,정선군,강원도 정선군 남면 문은단로 3,033-592-8288
1209,정동진점,강원도,강릉시,강원도 강릉시 강동면 정동3길 46-4,033-644-5831
1210,임원점,강원도,삼척시,강원도 삼척시 원덕읍 임원중앙로 37,033-573-6334
1211,일산점,강원도,원주시,"강원도 원주시 무실로 50(일산동, 지상1층)",033-731-5688
1212,인제점,강원도,인제군,강원도 인제군 인제읍 비봉로16번길 5,033-461-1666
1213,원통점,강원도,인제군,강원도 인제군 북면 원통로147번길 32,033-461-3269
1214,양양점,강원도,양양군,강원도 양양군 양양읍 남문7길 5,033-671-4743
1215,양양동호점,강원도,양양군,강원도 양양군 손양면 선사유적로 316-20,033-672-6787
1216,양덕원점,강원도,홍천군,강원도 홍천군 남면 양덕원2길 30,033-432-0880
1217,양구점,강원도,양구군,강원도 양구군 양구읍 사명길 66,033-481-9998
1218,아야진점,강원도,고성군,강원도 고성군 토성면 아야진리 49-3,033-631-1130
1219,쌍용점,강원도,영월군,강원도 영월군 한반도면 쌍용로 82-1,033-372-5261
1220,신남점,강원도,인제군,강원도 인제군 남면 신남로48번길 19,033-461-8295
1221,시동점,강원도,홍천군,강원도 홍천군 남면 시동안로 321,033-432-0939
1222,수타사점,강원도,홍천군,강원도 홍천군 동면 속초길 6,033-436-9992
1223,석사점,강원도,춘천시,강원도 춘천시 효석로67번길 18-1(석사동),033-262-6592
1224,서면점,강원도,홍천군,강원도 홍천군 서면 팔봉산로 1180,033-434-5605
1225,북방점,강원도,홍천군,강원도 홍천군 북방면 영서로 2706,033-434-8824
1226,부안점,강원도,춘천시,강원도 춘천시 보안길 42(후평동),033-251-1677
1227,봉포점,강원도,고성군,강원도 고성군 토성면 토성로 65,033-635-7575
1228,명륜점,강원도,원주시,"강원도 원주시 남원로527번길 66, 1층 (명륜동)",033-762-7778
1229,마차점,강원도,영월군,강원도 영월군 북면 마차중앙1길 39-1,033-372-3940
1230,동해본점,강원도,동해시,"강원도 동해시 해안로 635-4, 1층(발한동)",033-533-9383
1231,동면점,강원도,양구군,강원도 양구군 동면 금강산로 1554,033-481-7130
1232,단관점,강원도,원주시,"강원도 원주시 단관길 177-9(관설동, 1층)",033-766-9266
1233,단계점,강원도,원주시,강원도 원주시 북원로2246번길 45(단계동),033-731-0101
1234,내면점,강원도,홍천군,강원도 홍천군 내면 창촌로 33-1,033-432-1763
1235,남양점,강원도,삼척시,"강원도 삼척시 중앙시장길 68-26(남양동, 단층일부)",033-574-4582
1236,남부점,강원도,춘천시,강원도 춘천시 공지로 354(효자동),033-254-3503
1237,금호점,강원도,속초시,강원도 속초시 중앙로121번길 6(금호동),033-633-2239
1238,근덕점,강원도,삼척시,강원도 삼척시 근덕면 교가길 22-9,033-573-9293
1239,구곡점,강원도,원주시,"강원도 원주시 늘품로 8, 101호(단구동)",033-762-8989
1240,교동점,강원도,속초시,강원도 속초시 교동 먹거리4길 33(교동),033-632-3370
1241,계촌점,강원도,평창군,강원도 평창군 방림면 계촌길 58,033-333-9950
1242,강현점,강원도,양양군,강원도 양양군 강현면 물치천로 12,033-671-4201
1243,강대점,강원도,춘천시,"강원도 춘천시 서부 대성로 182-1, 1층(효자동)",033-251-7782
1244,문혜리점,강원도,철원군,강원도 철원군 갈말읍 두루미로 100-1,033-452-5592
1245,제천A점,충북,제천시,"충북 제천시 숭의로1길 2, 1층(화산동)",043-642-6992
1246,광혜원점,충청북도,음성군,충청북도 음성군 대소면 대청로 15 ,043-535-9998
